txHash,blockTimeUnix,changeType,ISC Balance Change,prevBalance,newBalance
2JtDcz2Wtz1xUjU71MZ4UQnUPtscLJEKecKYYxnSYhkrw2oosq6MKhvEXUmZ4jQ4573HT1iuBizAfgeU3YUJpXHh,1679155508,inc,2000,3000,5000
nCMc51qVXaCTazhusNgjNDaz9bBjGV6G7tm55gNFjKUWWDGzFBM5y9ndhEGGmKaQRWcF134uHGJYCpSSNCfFuj8,1679155505,inc,2000,1000,3000
FUroXbykkaV36VPBwnMpmzA7nvq2Em3gJAy7Z3HceTbP9N3KX6QJ6kAPUF6XDEfyTTSHUeJKooPGxD9PnqVzGA2,1679155502,dec,995,5,1000
21u9suUyEnehVa3MUpQczUh7dMYdB2zThm1b8YgXBmg1FGWk53RnvQcZiJxpfb5R9kF63W87UGjHsPEpmuHNpBga,1679149449,inc,2,3,5
WRMPJDCwqtfkny4AZ5CHv9prS43rt51WxE4DBRmzsSHPHc8hFYMuFqkdPuxgtXVDZ9nGZVAHzFnEbmsJzTNd8r3,1679149445,inc,1.93,1.07,3
3o8bBPYYYmWT1EgZ5PToqkoJVH6i5rNSZwYQ22PUgjZhFxkJpCDzCHUHRAyXSzWJWdSDTG5Q1qoPMosSzUDwt6FC,1679122043,inc,0.07,1,1.07
3SFiVm7viGN6duZai6RMQruPDcXFwA7xVXWNEs4y4pyhckZ4vU8Thk9DcuZzUW3yLHorxvk4vFF5SDrYDCiKTkVH,1679115474,dec,0.91,0.09,1
36V6sLBLNhdhS61EWmDx13pimjHre7aR21TrKGKk4d8Q2ADgfrVAiFrih1CND7WxrVbv6FsXPieaByKQsfS87xpm,1679113652,inc,-0.99,1.08,0.09
Qccv3D74gsXL4ZVQsRku9nES73jEYKDNcNBJxygXJSGvNTgZ2SSMvD97EzU14PGGRBx17EPQYK6GqEidzG1wDrj,1679110389,inc,0.08,1,1.08
4SLCTrhDP8FKCcoY5G31tzK9VBqyhectinaLFEzJvfmDTraPpDKSWHdfvM9hoXpvGBL9YTGegnTPSFtP4dr9T8ni,1679108656,dec,0.06,0.94,1
5H8nN15rxAmE9ye4QcDLfZcfmuuU5r72g7xhHSHrLW1GwC5hCKm6XHUkbuFVbfiyn39qpoUmurxGZm7NTzNLoEo4,1679107602,inc,0.03,0.91,0.94
5Ug9tvQ491jw9HKQQR9ecbJyVXRJ2uTJiVvwWRtSrautfPZCK7C2gVYt8q6GAEMzAYxb5CEXPYDm3EJoojkegwH1,1679105450,inc,0.91,0,0.91
4m7sMrdLXmv2597Z5G1boyZnraGRWrU5aKUXJbqhSykiqQtprodngRFooqrMpovpCVfowg2GUkbCPYkykNYRo11r,1679105395,dec,-1.94,1.94,0
25hFihkGP4d8eXs6Y299N19yebHX4mPkL4rqojXQVzfmydF87pSv88n7dSjrwjuQDPA2J438LQbGzymUpWUEvSfx,1679105123,dec,0.99,0.95,1.94
izhM2pmRpsJPmRWKzP5Jzw1R4F9GrKf7Q5V5v9D7EiiitJcF3TKUTfi52D89yGrmWGCU4x7DBGpf6ng96n8YDtc,1679104735,inc,0.45,0.5,0.95
5yfUbWXFa4dTo2bdgLfUMBVTTU2w1ZUuWMr7EustGySCKy63uEJSGvHUSonPR6NND6cnSfLHBSfcz96xj7HRXijK,1679104431,inc,0.5,0,0.5
6UtieNcCrgeMn2kUmyg3Pi1Xsaav2BNrS7ruD3csKEi7iW5Tq9qwd8rnN8CpJVdPGrEDtokbotZnBixS2cgH5yr,1679083101,dec,-1,1,0
4e8YDhZCKGEvnr8qr4whk66v9oBWxbsJPCfNEuERA1EmuYS4nCdBi1AqVM45YGMBVdfjzRWUBcUcZpK5BiRvykWa,1679082094,inc,1,0,1
3M1WEVoQQGaudvqWPFs5wevGfaGmUR1An7HgcQgXXzPyZCUjbwXsg4SELY21KBPz3NBYRtVjf94B1Rk1NEGRgkw9,1679078642,inc,0,0,0
